current_round,target_number,recent_5_count,recent_10_count,recent_20_count,total_count,rounds_since_last_seen,is_odd,number_group,label
324,7,0,1,3,46,7,1,1,0
324,8,1,1,2,47,1,0,1,0
324,9,2,3,5,50,4,1,1,0
324,10,1,2,4,44,4,0,1,0
324,11,1,1,3,40,3,1,2,0
324,12,0,0,0,35,29,0,2,0
324,13,0,2,3,36,6,1,2,0
324,14,0,0,2,30,13,0,2,0
324,15,0,0,0,43,27,1,2,0
324,16,0,0,3,55,13,0,2,0
324,17,0,0,0,36,23,1,2,1
324,18,0,1,2,45,8,0,2,0
324,19,0,1,4,46,9,1,2,0
324,20,3,3,4,44,1,0,2,0
324,21,1,1,4,43,4,1,3,0
324,22,3,4,5,46,1,0,3,0
324,23,0,0,2,37,12,1,3,0
324,24,1,4,5,49,1,0,3,0
324,25,0,0,1,35,16,1,3,0
324,26,1,4,6,42,3,0,3,0
324,27,1,1,2,43,1,1,3,0
324,28,0,0,1,44,11,0,3,0
324,29,0,1,3,47,8,1,3,0
324,30,0,0,5,56,13,0,3,0
324,31,2,2,2,40,2,1,4,1
324,32,1,1,3,39,2,0,4,0
324,33,2,4,7,48,2,1,4,0
324,34,1,1,1,35,5,0,4,0
324,35,1,1,2,40,2,1,4,0
324,36,0,3,4,48,7,0,4,0
324,37,1,1,2,42,2,1,4,1
324,38,2,2,2,44,1,0,4,1
324,39,1,2,4,49,4,1,4,1
324,40,2,3,4,42,3,0,4,0
324,41,0,1,1,45,8,1,5,0
324,42,0,1,2,46,6,0,5,1
324,43,0,0,1,41,15,1,5,0
324,44,0,1,2,46,10,0,5,0
324,45,1,3,4,49,5,1,5,0
325,1,0,0,1,33,12,1,1,0
325,2,0,0,0,34,23,0,1,0
325,3,0,1,2,43,6,1,1,0
325,4,0,0,3,41,11,0,1,1
325,5,0,1,1,53,10,1,1,0
325,6,0,0,1,47,14,0,1,0
325,7,0,1,3,46,8,1,1,0
325,8,1,1,2,47,2,0,1,0
325,9,1,3,5,50,5,1,1,0
325,10,1,2,4,44,5,0,1,0
325,11,1,1,2,40,4,1,2,1
325,12,0,0,0,35,30,0,2,0
325,13,0,2,3,36,7,1,2,0
325,14,0,0,2,30,14,0,2,0
325,15,0,0,0,43,28,1,2,0
325,16,0,0,3,55,14,0,2,0
325,17,1,1,1,37,1,1,2,0
325,18,0,1,2,45,9,0,2,0
325,19,0,1,4,46,10,1,2,0
325,20,3,3,4,44,2,0,2,0
325,21,1,1,4,43,5,1,3,0
325,22,2,4,5,46,2,0,3,0
325,23,0,0,2,37,13,1,3,0
325,24,1,3,5,49,2,0,3,0
325,25,0,0,1,35,17,1,3,0
325,26,1,3,6,42,4,0,3,0
325,27,1,1,1,43,2,1,3,0
325,28,0,0,1,44,12,0,3,0
325,29,0,1,2,47,9,1,3,0
325,30,0,0,4,56,14,0,3,0
325,31,2,3,3,41,1,1,4,1
325,32,1,1,3,39,3,0,4,0
325,33,2,4,7,48,3,1,4,0
325,34,0,1,1,35,6,0,4,1
325,35,1,1,2,40,3,1,4,0
325,36,0,3,4,48,8,0,4,0
325,37,2,2,3,43,1,1,4,0
325,38,3,3,3,45,1,0,4,1
325,39,2,3,5,50,1,1,4,0
325,40,2,3,4,42,4,0,4,1
325,41,0,1,1,45,9,1,5,0
325,42,1,2,3,47,1,0,5,0
325,43,0,0,1,41,16,1,5,0
325,44,0,0,2,46,11,0,5,0
325,45,0,2,4,49,6,1,5,0
326,1,0,0,1,33,13,1,1,0
326,2,0,0,0,34,24,0,1,0
326,3,0,1,2,43,7,1,1,1
326,4,1,1,4,42,1,0,1,0
326,5,0,0,1,53,11,1,1,0
326,6,0,0,1,47,15,0,1,0
326,7,0,1,3,46,9,1,1,0
326,8,1,1,2,47,3,0,1,1
326,9,0,3,5,50,6,1,1,0
326,10,0,2,3,44,6,0,1,1
326,11,2,2,3,41,1,1,2,0
326,12,0,0,0,35,31,0,2,0
326,13,0,1,3,36,8,1,2,0
326,14,0,0,1,30,15,0,2,0
326,15,0,0,0,43,29,1,2,0
326,16,0,0,3,55,15,0,2,1
326,17,1,1,1,37,2,1,2,0
326,18,0,1,2,45,10,0,2,0
326,19,0,0,4,46,11,1,2,0
326,20,3,3,4,44,3,0,2,0
326,21,0,1,3,43,6,1,3,0
326,22,2,4,4,46,3,0,3,0
326,23,0,0,2,37,14,1,3,0
326,24,1,2,5,49,3,0,3,0
326,25,0,0,1,35,18,1,3,0
326,26,1,3,6,42,5,0,3,0
326,27,1,1,1,43,3,1,3,0
326,28,0,0,1,44,13,0,3,0
326,29,0,1,2,47,10,1,3,0
326,30,0,0,3,56,15,0,3,0
326,31,3,4,4,42,1,1,4,0
326,32,1,1,3,39,4,0,4,0
326,33,1,4,7,48,4,1,4,0
326,34,1,2,2,36,1,0,4,0
326,35,1,1,2,40,4,1,4,0
326,36,0,2,4,48,9,0,4,0
326,37,2,2,3,43,2,1,4,1
326,38,4,4,4,46,1,0,4,0
326,39,1,3,4,50,2,1,4,0
326,40,2,4,5,43,1,0,4,0
326,41,0,1,1,45,10,1,5,0
326,42,1,2,3,47,2,0,5,0
326,43,0,0,1,41,17,1,5,0
326,44,0,0,2,46,12,0,5,1
326,45,0,1,4,49,7,1,5,0
327,1,0,0,1,33,14,1,1,0
327,2,0,0,0,34,25,0,1,1
327,3,1,2,3,44,1,1,1,0
327,4,1,1,4,42,2,0,1,0
327,5,0,0,1,53,12,1,1,0
327,6,0,0,1,47,16,0,1,0
327,7,0,1,3,46,10,1,1,0
327,8,2,2,3,48,1,0,1,0
327,9,0,3,4,50,7,1,1,0
327,10,1,3,4,45,1,0,1,1
327,11,1,2,3,41,2,1,2,0
327,12,0,0,0,35,32,0,2,0
327,13,0,1,3,36,9,1,2,0
327,14,0,0,1,30,16,0,2,0
327,15,0,0,0,43,30,1,2,0
327,16,1,1,4,56,1,0,2,0
327,17,1,1,1,37,3,1,2,0
327,18,0,0,2,45,11,0,2,0
327,19,0,0,4,46,12,1,2,0
327,20,2,3,4,44,4,0,2,0
327,21,0,1,3,43,7,1,3,1
327,22,1,4,4,46,4,0,3,0
327,23,0,0,1,37,15,1,3,0
327,24,1,2,4,49,4,0,3,0
327,25,0,0,1,35,19,1,3,0
327,26,0,3,5,42,6,0,3,0
327,27,1,1,1,43,4,1,3,1
327,28,0,0,1,44,14,0,3,0
327,29,0,0,2,47,11,1,3,1
327,30,0,0,3,56,16,0,3,0
327,31,3,4,4,42,2,1,4,0
327,32,1,1,3,39,5,0,4,0
327,33,1,3,6,48,5,1,4,0
327,34,1,2,2,36,2,0,4,0
327,35,1,1,2,40,5,1,4,0
327,36,0,1,3,48,10,0,4,0
327,37,3,3,4,44,1,1,4,0
327,38,3,4,4,46,2,0,4,0
327,39,1,3,4,50,3,1,4,0
327,40,1,3,5,43,2,0,4,0
327,41,0,0,1,45,11,1,5,0
327,42,1,2,3,47,3,0,5,1
327,43,0,0,1,41,18,1,5,0
327,44,1,1,3,47,1,0,5,0
327,45,0,1,4,49,8,1,5,0
328,1,0,0,1,33,15,1,1,0
328,2,1,1,1,35,1,0,1,0
328,3,1,2,3,44,2,1,1,0
328,4,1,1,4,42,3,0,1,1
328,5,0,0,1,53,13,1,1,0
328,6,0,0,1,47,17,0,1,0
328,7,0,0,3,46,11,1,1,0
328,8,2,2,2,48,2,0,1,0
328,9,0,2,4,50,8,1,1,1
328,10,2,4,5,46,1,0,1,0
328,11,1,2,3,41,3,1,2,0
328,12,0,0,0,35,33,0,2,0
328,13,0,1,3,36,10,1,2,0
328,14,0,0,1,30,17,0,2,0
328,15,0,0,0,43,31,1,2,0
328,16,1,1,3,56,2,0,2,0
328,17,1,1,1,37,4,1,2,0
328,18,0,0,1,45,12,0,2,0
328,19,0,0,4,46,13,1,2,0
328,20,1,3,4,44,5,0,2,0
328,21,1,2,3,44,1,1,3,0
328,22,1,3,4,46,5,0,3,0
328,23,0,0,1,37,16,1,3,0
328,24,1,1,4,49,5,0,3,0
328,25,0,0,1,35,20,1,3,0
328,26,0,2,5,42,7,0,3,0
328,27,2,2,2,44,1,1,3,1
328,28,0,0,1,44,15,0,3,0
328,29,1,1,2,48,1,1,3,0
328,30,0,0,2,56,17,0,3,0
328,31,2,4,4,42,3,1,4,1
328,32,0,1,3,39,6,0,4,0
328,33,0,3,6,48,6,1,4,1
328,34,1,2,2,36,3,0,4,0
328,35,0,1,2,40,6,1,4,0
328,36,0,0,3,48,11,0,4,0
328,37,2,3,4,44,2,1,4,0
328,38,3,4,4,46,3,0,4,0
328,39,1,3,4,50,4,1,4,0
328,40,1,3,5,43,3,0,4,1
328,41,0,0,1,45,12,1,5,0
328,42,2,3,4,48,1,0,5,0
328,43,0,0,1,41,19,1,5,0
328,44,1,1,3,47,2,0,5,0
328,45,0,1,4,49,9,1,5,0
329,1,0,0,1,33,16,1,1,0
329,2,1,1,1,35,2,0,1,0
329,3,1,2,3,44,3,1,1,0
329,4,2,2,4,43,1,0,1,0
329,5,0,0,1,53,14,1,1,0
329,6,0,0,1,47,18,0,1,0
329,7,0,0,2,46,12,1,1,0
329,8,1,2,2,48,3,0,1,0
329,9,1,3,5,51,1,1,1,0
329,10,2,3,4,46,2,0,1,0
329,11,1,2,3,41,4,1,2,0
329,12,0,0,0,35,34,0,2,0
329,13,0,0,3,36,11,1,2,0
329,14,0,0,1,30,18,0,2,1
329,15,0,0,0,43,32,1,2,0
329,16,1,1,3,56,3,0,2,0
329,17,1,1,1,37,5,1,2,0
329,18,0,0,1,45,13,0,2,0
329,19,0,0,3,46,14,1,2,0
329,20,0,3,4,44,6,0,2,0
329,21,1,2,3,44,2,1,3,1
329,22,0,3,4,46,6,0,3,0
329,23,0,0,1,37,17,1,3,0
329,24,0,1,4,49,6,0,3,0
329,25,0,0,0,35,21,1,3,1
329,26,0,1,5,42,8,0,3,0
329,27,2,3,3,45,1,1,3,0
329,28,0,0,1,44,16,0,3,0
329,29,1,1,2,48,2,1,3,0
329,30,0,0,2,56,18,0,3,0
329,31,3,5,5,43,1,1,4,1
329,32,0,1,3,39,7,0,4,0
329,33,1,3,7,49,1,1,4,0
329,34,1,2,2,36,4,0,4,1
329,35,0,1,2,40,7,1,4,0
329,36,0,0,3,48,12,0,4,1
329,37,2,3,4,44,3,1,4,0
329,38,2,4,4,46,4,0,4,0
329,39,1,2,4,50,5,1,4,0
329,40,2,4,5,44,1,0,4,0
329,41,0,0,1,45,13,1,5,0
329,42,2,2,4,48,2,0,5,0
329,43,0,0,1,41,20,1,5,0
329,44,1,1,3,47,3,0,5,0
329,45,0,1,4,49,10,1,5,0
330,1,0,0,1,33,17,1,1,0
330,2,1,1,1,35,3,0,1,0
330,3,1,1,3,44,4,1,1,0
330,4,2,2,4,43,2,0,1,0
330,5,0,0,1,53,15,1,1,0
330,6,0,0,1,47,19,0,1,0
330,7,0,0,2,46,13,1,1,0
330,8,1,2,2,48,4,0,1,0
330,9,1,2,5,51,2,1,1,0
330,10,2,3,4,46,3,0,1,0
330,11,1,2,2,41,5,1,2,0
330,12,0,0,0,35,35,0,2,1
330,13,0,0,2,36,12,1,2,0
330,14,1,1,2,31,1,0,2,0
330,15,0,0,0,43,33,1,2,0
330,16,1,1,2,56,4,0,2,0
330,17,0,1,1,37,6,1,2,0
330,18,0,0,1,45,14,0,2,0
330,19,0,0,3,46,15,1,2,0
330,20,0,3,4,44,7,0,2,0
330,21,2,3,3,45,1,1,3,0
330,22,0,2,4,46,7,0,3,1
330,23,0,0,1,37,18,1,3,1
330,24,0,1,4,49,7,0,3,0
330,25,1,1,1,36,1,1,3,0
330,26,0,1,5,42,9,0,3,0
330,27,2,3,3,45,2,1,3,0
330,28,0,0,1,44,17,0,3,0
330,29,1,1,2,48,3,1,3,0
330,30,0,0,2,56,19,0,3,1
330,31,3,5,6,44,1,1,4,0
330,32,0,1,3,39,8,0,4,0
330,33,1,3,7,49,2,1,4,0
330,34,2,2,3,37,1,0,4,0
330,35,0,1,2,40,8,1,4,1
330,36,1,1,4,49,1,0,4,0
330,37,1,3,3,44,4,1,4,0
330,38,1,4,4,46,5,0,4,0
330,39,0,2,4,50,6,1,4,0
330,40,2,4,5,44,2,0,4,0
330,41,0,0,1,45,14,1,5,0
330,42,1,2,4,48,3,0,5,0
330,43,0,0,0,41,21,1,5,1
330,44,1,1,3,47,4,0,5,0
330,45,0,0,4,49,11,1,5,0
331,1,0,0,1,33,18,1,1,0
331,2,1,1,1,35,4,0,1,0
331,3,1,1,3,44,5,1,1,0
331,4,1,2,4,43,3,0,1,0
331,5,0,0,1,53,16,1,1,0
331,6,0,0,1,47,20,0,1,0
331,7,0,0,2,46,14,1,1,0
331,8,1,2,2,48,5,0,1,0
331,9,1,1,5,51,3,1,1,0
331,10,2,2,4,46,4,0,1,0
331,11,0,2,2,41,6,1,2,0
331,12,1,1,1,36,1,0,2,0
331,13,0,0,2,36,13,1,2,1
331,14,1,1,2,31,2,0,2,0
331,15,0,0,0,43,34,1,2,0
331,16,1,1,2,56,5,0,2,1
331,17,0,1,1,37,7,1,2,0
331,18,0,0,1,45,15,0,2,1
331,19,0,0,3,46,16,1,2,0
331,20,0,3,3,44,8,0,2,0
331,21,2,2,3,45,2,1,3,0
331,22,1,3,5,47,1,0,3,0
331,23,1,1,2,38,1,1,3,0
331,24,0,1,4,49,8,0,3,0
331,25,1,1,1,36,2,1,3,0
331,26,0,1,5,42,10,0,3,0
331,27,2,3,3,45,3,1,3,0
331,28,0,0,1,44,18,0,3,0
331,29,1,1,2,48,4,1,3,0
331,30,1,1,2,57,1,0,3,0
331,31,2,5,6,44,2,1,4,1
331,32,0,1,2,39,9,0,4,0
331,33,1,2,6,49,3,1,4,0
331,34,1,2,3,37,2,0,4,0
331,35,1,2,3,41,1,1,4,0
331,36,1,1,4,49,2,0,4,1
331,37,1,3,3,44,5,1,4,0
331,38,0,4,4,46,6,0,4,0
331,39,0,1,4,50,7,1,4,0
331,40,1,3,5,44,3,0,4,1
331,41,0,0,1,45,15,1,5,0
331,42,1,2,3,48,4,0,5,0
331,43,1,1,1,42,1,1,5,0
331,44,1,1,3,47,5,0,5,0
331,45,0,0,3,49,12,1,5,0
332,1,0,0,1,33,19,1,1,0
332,2,1,1,1,35,5,0,1,0
332,3,0,1,3,44,6,1,1,0
332,4,1,2,4,43,4,0,1,0
332,5,0,0,1,53,17,1,1,0
332,6,0,0,0,47,21,0,1,0
332,7,0,0,2,46,15,1,1,0
332,8,0,2,2,48,6,0,1,0
332,9,1,1,5,51,4,1,1,0
332,10,1,2,4,46,5,0,1,0
332,11,0,1,2,41,7,1,2,0
332,12,1,1,1,36,2,0,2,0
332,13,1,1,3,37,1,1,2,0
332,14,1,1,1,31,3,0,2,1
332,15,0,0,0,43,35,1,2,1
332,16,1,2,2,57,1,0,2,0
332,17,0,1,1,37,8,1,2,0
332,18,1,1,2,46,1,0,2,0
332,19,0,0,3,46,17,1,2,1
332,20,0,2,3,44,9,0,2,1
332,21,2,2,3,45,3,1,3,1
332,22,1,2,5,47,2,0,3,0
332,23,1,1,2,38,2,1,3,0
332,24,0,1,4,49,9,0,3,0
332,25,1,1,1,36,3,1,3,0
332,26,0,0,4,42,11,0,3,0
332,27,2,3,3,45,4,1,3,0
332,28,0,0,1,44,19,0,3,0
332,29,1,1,2,48,5,1,3,0
332,30,1,1,1,57,2,0,3,0
332,31,3,6,7,45,1,1,4,0
332,32,0,1,2,39,10,0,4,1
332,33,1,2,5,49,4,1,4,0
332,34,1,2,3,37,3,0,4,0
332,35,1,2,3,41,2,1,4,0
332,36,2,2,5,50,1,0,4,0
332,37,0,3,3,44,6,1,4,0
332,38,0,3,4,46,7,0,4,0
332,39,0,1,4,50,8,1,4,0
332,40,2,3,6,45,1,0,4,0
332,41,0,0,1,45,16,1,5,0
332,42,1,2,3,48,5,0,5,0
332,43,1,1,1,42,2,1,5,0
332,44,0,1,3,47,6,0,5,0
332,45,0,0,3,49,13,1,5,0
333,1,0,0,1,33,20,1,1,0
333,2,0,1,1,35,6,0,1,0
333,3,0,1,3,44,7,1,1,0
333,4,1,2,3,43,5,0,1,0
333,5,0,0,1,53,18,1,1,0
333,6,0,0,0,47,22,0,1,0
333,7,0,0,2,46,16,1,1,0
333,8,0,2,2,48,7,0,1,1
333,9,1,1,5,51,5,1,1,0
333,10,0,2,4,46,6,0,1,0
333,11,0,1,2,41,8,1,2,0
333,12,1,1,1,36,3,0,2,0
333,13,1,1,3,37,2,1,2,0
333,14,2,2,2,32,1,0,2,0
333,15,1,1,1,44,1,1,2,0
333,16,1,2,2,57,2,0,2,0
333,17,0,1,1,37,9,1,2,0
333,18,1,1,2,46,2,0,2,1
333,19,1,1,3,47,1,1,2,1
333,20,1,2,4,45,1,0,2,0
333,21,2,3,4,46,1,1,3,0
333,22,1,2,5,47,3,0,3,0
333,23,1,1,1,38,3,1,3,1
333,24,0,1,4,49,10,0,3,0
333,25,1,1,1,36,4,1,3,0
333,26,0,0,4,42,12,0,3,0
333,27,1,3,3,45,5,1,3,0
333,28,0,0,1,44,20,0,3,0
333,29,0,1,2,48,6,1,3,0
333,30,1,1,1,57,3,0,3,0
333,31,3,5,7,45,2,1,4,0
333,32,1,1,2,40,1,0,4,0
333,33,1,1,5,49,5,1,4,0
333,34,1,2,3,37,4,0,4,0
333,35,1,1,3,41,3,1,4,0
333,36,2,2,5,50,2,0,4,1
333,37,0,2,3,44,7,1,4,1
333,38,0,3,4,46,8,0,4,0
333,39,0,1,3,50,9,1,4,0
333,40,2,3,6,45,2,0,4,0
333,41,0,0,1,45,17,1,5,0
333,42,0,2,3,48,6,0,5,0
333,43,1,1,1,42,3,1,5,0
333,44,0,1,2,47,7,0,5,0
333,45,0,0,3,49,14,1,5,0
334,1,0,0,0,33,21,1,1,0
334,2,0,1,1,35,7,0,1,0
334,3,0,1,3,44,8,1,1,1
334,4,0,2,3,43,6,0,1,0
334,5,0,0,1,53,19,1,1,0
334,6,0,0,0,47,23,0,1,0
334,7,0,0,1,46,17,1,1,0
334,8,1,2,3,49,1,0,1,0
334,9,0,1,4,51,6,1,1,0
334,10,0,2,4,46,7,0,1,1
334,11,0,1,2,41,9,1,2,0
334,12,1,1,1,36,4,0,2,0
334,13,1,1,3,37,3,1,2,0
334,14,2,2,2,32,2,0,2,0
334,15,1,1,1,44,2,1,2,0
334,16,1,2,2,57,3,0,2,0
334,17,0,1,1,37,10,1,2,0
334,18,2,2,3,47,1,0,2,0
334,19,2,2,3,48,1,1,2,1
334,20,1,1,4,45,2,0,2,0
334,21,2,3,4,46,2,1,3,0
334,22,1,1,5,47,4,0,3,0
334,23,2,2,2,39,1,1,3,1
334,24,0,0,4,49,11,0,3,0
334,25,1,1,1,36,5,1,3,1
334,26,0,0,4,42,13,0,3,1
334,27,0,2,3,45,6,1,3,0
334,28,0,0,0,44,21,0,3,0
334,29,0,1,2,48,7,1,3,0
334,30,1,1,1,57,4,0,3,0
334,31,2,5,7,45,3,1,4,0
334,32,1,1,2,40,2,0,4,0
334,33,0,1,5,49,6,1,4,0
334,34,1,2,3,37,5,0,4,0
334,35,1,1,2,41,4,1,4,0
334,36,3,3,6,51,1,0,4,0
334,37,1,3,4,45,1,1,4,0
334,38,0,2,4,46,9,0,4,0
334,39,0,1,3,50,10,1,4,0
334,40,1,3,6,45,3,0,4,0
334,41,0,0,1,45,18,1,5,0
334,42,0,2,3,48,7,0,5,0
334,43,1,1,1,42,4,1,5,0
334,44,0,1,2,47,8,0,5,0
334,45,0,0,3,49,15,1,5,0
335,1,0,0,0,33,22,1,1,0
335,2,0,1,1,35,8,0,1,0
335,3,1,2,3,45,1,1,1,0
335,4,0,2,2,43,7,0,1,0
335,5,0,0,1,53,20,1,1,0
335,6,0,0,0,47,24,0,1,1
335,7,0,0,1,46,18,1,1,0
335,8,1,2,3,49,2,0,1,0
335,9,0,1,4,51,7,1,1,0
335,10,1,3,5,47,1,0,1,0
335,11,0,1,2,41,10,1,2,0
335,12,1,1,1,36,5,0,2,0
335,13,1,1,3,37,4,1,2,0
335,14,1,2,2,32,3,0,2,0
335,15,1,1,1,44,3,1,2,0
335,16,1,2,2,57,4,0,2,0
335,17,0,0,1,37,11,1,2,1
335,18,2,2,3,47,2,0,2,0
335,19,3,3,4,49,1,1,2,0
335,20,1,1,4,45,3,0,2,0
335,21,1,3,4,46,3,1,3,0
335,22,1,1,5,47,5,0,3,0
335,23,3,3,3,40,1,1,3,1
335,24,0,0,3,49,12,0,3,0
335,25,1,2,2,37,1,1,3,0
335,26,1,1,4,43,1,0,3,0
335,27,0,2,3,45,7,1,3,0
335,28,0,0,0,44,22,0,3,0
335,29,0,1,2,48,8,1,3,1
335,30,1,1,1,57,5,0,3,0
335,31,1,4,7,45,4,1,4,1
335,32,1,1,2,40,3,0,4,0
335,33,0,1,5,49,7,1,4,0
335,34,0,2,3,37,6,0,4,0
335,35,1,1,2,41,5,1,4,0
335,36,2,3,6,51,2,0,4,0
335,37,1,2,4,45,2,1,4,0
335,38,0,1,4,46,10,0,4,0
335,39,0,0,3,50,11,1,4,0
335,40,1,3,6,45,4,0,4,0
335,41,0,0,1,45,19,1,5,0
335,42,0,1,3,48,8,0,5,1
335,43,1,1,1,42,5,1,5,0
335,44,0,1,1,47,9,0,5,0
335,45,0,0,2,49,16,1,5,0
336,1,0,0,0,33,23,1,1,0
336,2,0,1,1,35,9,0,1,0
336,3,1,2,3,45,2,1,1,0
336,4,0,1,2,43,8,0,1,0
336,5,0,0,0,53,21,1,1,0
336,6,1,1,1,48,1,0,1,0
336,7,0,0,1,46,19,1,1,0
336,8,1,2,3,49,3,0,1,0
336,9,0,1,4,51,8,1,1,1
336,10,1,3,5,47,2,0,1,0
336,11,0,0,2,41,11,1,2,0
336,12,0,1,1,36,6,0,2,0
336,13,1,1,2,37,5,1,2,1
336,14,1,2,2,32,4,0,2,0
336,15,1,1,1,44,4,1,2,0
336,16,1,2,2,57,5,0,2,0
336,17,1,1,2,38,1,1,2,0
336,18,2,2,3,47,3,0,2,1
336,19,3,3,3,49,2,1,2,0
336,20,1,1,4,45,4,0,2,0
336,21,1,3,4,46,4,1,3,0
336,22,0,1,5,47,6,0,3,0
336,23,3,4,4,41,1,1,3,0
336,24,0,0,2,49,13,0,3,0
336,25,1,2,2,37,2,1,3,0
336,26,1,1,4,43,2,0,3,0
336,27,0,2,3,45,8,1,3,0
336,28,0,0,0,44,23,0,3,0
336,29,1,2,3,49,1,1,3,0
336,30,0,1,1,57,6,0,3,0
336,31,2,4,8,46,1,1,4,0
336,32,1,1,2,40,4,0,4,0
336,33,0,1,5,49,8,1,4,0
336,34,0,1,3,37,7,0,4,0
336,35,0,1,2,41,6,1,4,1
336,36,2,3,5,51,3,0,4,1
336,37,1,2,4,45,3,1,4,0
336,38,0,0,4,46,11,0,4,0
336,39,0,0,3,50,12,1,4,0
336,40,1,2,6,45,5,0,4,0
336,41,0,0,1,45,20,1,5,0
336,42,1,2,4,49,1,0,5,0
336,43,0,1,1,42,6,1,5,1
336,44,0,1,1,47,10,0,5,0
336,45,0,0,1,49,17,1,5,0
337,1,0,0,0,33,24,1,1,0
337,2,0,1,1,35,10,0,1,0
337,3,1,1,3,45,3,1,1,0
337,4,0,1,2,43,9,0,1,1
337,5,0,0,0,53,22,1,1,0
337,6,1,1,1,48,2,0,1,0
337,7,0,0,1,46,20,1,1,0
337,8,1,1,3,49,4,0,1,0
337,9,1,2,5,52,1,1,1,0
337,10,1,2,5,47,3,0,1,0
337,11,0,0,2,41,12,1,2,0
337,12,0,1,1,36,7,0,2,0
337,13,1,2,3,38,1,1,2,0
337,14,1,2,2,32,5,0,2,0
337,15,1,1,1,44,5,1,2,0
337,16,0,1,2,57,6,0,2,1
337,17,1,1,2,38,2,1,2,0
337,18,2,3,3,48,1,0,2,0
337,19,3,3,3,49,3,1,2,0
337,20,1,1,4,45,5,0,2,0
337,21,1,3,4,46,5,1,3,0
337,22,0,1,5,47,7,0,3,0
337,23,3,4,4,41,2,1,3,0
337,24,0,0,2,49,14,0,3,0
337,25,1,2,2,37,3,1,3,0
337,26,1,1,4,43,3,0,3,0
337,27,0,2,3,45,9,1,3,0
337,28,0,0,0,44,24,0,3,0
337,29,1,2,2,49,2,1,3,0
337,30,0,1,1,57,7,0,3,0
337,31,1,4,8,46,2,1,4,0
337,32,1,1,2,40,5,0,4,0
337,33,0,1,4,49,9,1,4,0
337,34,0,1,3,37,8,0,4,1
337,35,1,2,3,42,1,1,4,0
337,36,2,4,5,52,1,0,4,0
337,37,1,1,4,45,4,1,4,0
337,38,0,0,4,46,12,0,4,1
337,39,0,0,3,50,13,1,4,0
337,40,0,2,5,45,6,0,4,1
337,41,0,0,0,45,21,1,5,0
337,42,1,2,4,49,2,0,5,0
337,43,1,2,2,43,1,1,5,1
337,44,0,0,1,47,11,0,5,0
337,45,0,0,1,49,18,1,5,0
338,1,0,0,0,33,25,1,1,0
338,2,0,0,1,35,11,0,1,0
338,3,1,1,3,45,4,1,1,0
338,4,1,2,3,44,1,0,1,1
338,5,0,0,0,53,23,1,1,0
338,6,1,1,1,48,3,0,1,0
338,7,0,0,0,46,21,1,1,1
338,8,1,1,3,49,5,0,1,0
338,9,1,2,4,52,2,1,1,0
338,10,1,1,5,47,4,0,1,0
338,11,0,0,2,41,13,1,2,0
338,12,0,1,1,36,8,0,2,0
338,13,1,2,3,38,2,1,2,0
338,14,0,2,2,32,6,0,2,0
338,15,0,1,1,44,6,1,2,1
338,16,1,2,3,58,1,0,2,0
338,17,1,1,2,38,3,1,2,0
338,18,2,3,3,48,2,0,2,0
338,19,2,3,3,49,4,1,2,0
338,20,0,1,4,45,6,0,2,0
338,21,0,2,4,46,6,1,3,0
338,22,0,1,4,47,8,0,3,1
338,23,3,4,4,41,3,1,3,0
338,24,0,0,1,49,15,0,3,0
338,25,1,2,2,37,4,1,3,0
338,26,1,1,3,43,4,0,3,0
338,27,0,1,3,45,10,1,3,1
338,28,0,0,0,44,25,0,3,0
338,29,1,1,2,49,3,1,3,0
338,30,0,1,1,57,8,0,3,0
338,31,1,4,8,46,3,1,4,0
338,32,0,1,2,40,6,0,4,0
338,33,0,1,4,49,10,1,4,0
338,34,1,2,4,38,1,0,4,0
338,35,1,2,3,42,2,1,4,0
338,36,2,4,4,52,2,0,4,0
338,37,1,1,4,45,5,1,4,0
338,38,1,1,5,47,1,0,4,0
338,39,0,0,3,50,14,1,4,0
338,40,1,3,6,46,1,0,4,0
338,41,0,0,0,45,22,1,5,1
338,42,1,1,4,49,3,0,5,0
338,43,2,3,3,44,1,1,5,0
338,44,0,0,1,47,12,0,5,0
338,45,0,0,1,49,19,1,5,0
339,1,0,0,0,33,26,1,1,1
339,2,0,0,1,35,12,0,1,0
339,3,1,1,3,45,5,1,1,0
339,4,2,2,4,45,1,0,1,0
339,5,0,0,0,53,24,1,1,0
339,6,1,1,1,48,4,0,1,0
339,7,1,1,1,47,1,1,1,1
339,8,0,1,3,49,6,0,1,0
339,9,1,1,4,52,3,1,1,1
339,10,1,1,4,47,5,0,1,0
339,11,0,0,2,41,14,1,2,1
339,12,0,1,1,36,9,0,2,0
339,13,1,2,2,38,3,1,2,0
339,14,0,2,2,32,7,0,2,0
339,15,1,2,2,45,1,1,2,0
339,16,1,2,3,58,2,0,2,0
339,17,1,1,2,38,4,1,2,0
339,18,1,3,3,48,3,0,2,0
339,19,1,3,3,49,5,1,2,0
339,20,0,1,4,45,7,0,2,0
339,21,0,2,4,46,7,1,3,0
339,22,1,2,5,48,1,0,3,0
339,23,2,4,4,41,4,1,3,0
339,24,0,0,1,49,16,0,3,0
339,25,1,2,2,37,5,1,3,0
339,26,1,1,2,43,5,0,3,0
339,27,1,1,4,46,1,1,3,0
339,28,0,0,0,44,26,0,3,0
